,DOI
76,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.4.86
77,https://journals.sagepub.com/doi/pdf/10.1509/jm.77.2.i
78,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.5.88
79,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0297
80,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.6.41
81,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0301
82,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0417
83,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0288
84,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0416
85,https://journals.sagepub.com/doi/pdf/10.1177/0022242918817000
86,https://journals.sagepub.com/doi/pdf/10.1177/0022242918813308
87,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.4.33.18386
88,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.3.61.18501
89,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.4.51.18380
90,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.5.70
91,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.4.36.18070
92,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.2.72.27793
93,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.1.29.18586
94,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.2.122
95,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.2.80.17996
96,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.4.142.42724
97,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.3.82.18504
98,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.4.60.42736
99,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.2.36.27794
100,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.3.19.18657
101,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.170
102,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.26
103,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.1.63.55511
104,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.4.1.18388
105,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.2.133
106,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0006
107,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.2.108
108,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0199
109,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.2.114
110,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.1.73.18450
111,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.1.77.18589
112,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.4.72.18516
113,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.1.80.55505
114,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.2.114.27788
115,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0225
116,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0255
117,https://journals.sagepub.com/doi/pdf/10.1177/0022242918817549
118,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.5.050
119,https://journals.sagepub.com/doi/pdf/10.1509/jm.74.2.55
120,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.6.031
121,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.4.084
122,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.6.003
123,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.3.082
124,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.1.095
125,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.3.018
126,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.3.001
127,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.4.045
128,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.4.001
129,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.5.048
130,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.6.098
131,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.1.001.qxd
132,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.1.120.18448a
133,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.6.001
134,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.3.044
135,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.4.082
136,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.4.063
137,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.4.063
138,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.2.095
139,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.3.014
140,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.2.094
141,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.1.003
142,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.2.75
143,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.1.31
144,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.2.109
145,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.3.003
146,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.3.032
147,https://journals.sagepub.com/doi/pdf/10.1509/jm.74.2.105
148,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.4.031
149,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.3.069
150,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.2.125
151,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.5.069
152,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.4.097
153,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.1.059
154,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.3.021
155,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.1.075
156,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.037
157,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.056
158,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.4.036
159,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.1.095
160,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.3.034
161,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.2.001
162,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.4.118.18521a
163,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.3.052
164,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.6.065
165,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.3.093
166,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.5.080
167,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.092
168,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.4.097
169,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.1.067
170,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.5.093
171,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.1.96
172,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.1.166.24033a
173,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.3.001
174,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.4.141
175,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.2.026
176,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.1.044
177,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.4.044
178,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.3.001
179,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.1.084
180,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.2.18
181,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.1.001
182,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.1.60
183,https://journals.sagepub.com/doi/pdf/10.1509/jm.74.2.71
184,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.5.015
185,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.2.079
186,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.1.092.qxd
187,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.3.035
188,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.2.55
189,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.2.067
190,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.2.012
191,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.1.104.17991c
192,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.2.061
193,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.3.124.34771a
194,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.6.049
195,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.1.137.qxd
196,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.4.012
197,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.5.098
198,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.2.001
199,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.1.093
200,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.5.031
201,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.5.032
202,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.5.084
203,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.1.001
204,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.3.019
205,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.4.019
206,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.1.046
207,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.1.082
208,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.1.104.17991a
209,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.6.019
210,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.2.93
211,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.4.004
212,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.2.1
213,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.4.001
214,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.3.005
215,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.019
216,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.1.049
217,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.1.079.qxd
218,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.1.16
219,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.4.081
220,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.2.122.18003a
221,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.4.029
222,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.2.36
223,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.3.094
224,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.4.031
225,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.1.065.qxd
226,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.6.081
227,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.4.044
228,https://journals.sagepub.com/doi/pdf/10.1509/jm.74.2.133
229,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.1.104.17991b
230,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.3.099
231,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.5.061
232,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.3.018
233,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.4.064
234,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.4.117.18383a
235,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.1.119.qxd
236,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.3.090
237,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.2.045
238,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.3.064
239,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.2.035
240,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.3.048
241,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.1.46
242,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.4.048
243,https://journals.sagepub.com/doi/pdf/10.1509/mkg.67.4.18.18689
244,https://journals.sagepub.com/doi/pdf/10.1509/jm.74.2.121
245,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.3.169.66366a
246,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.1.015.qxd
247,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.4.015
248,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.2.052
249,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.4.058
250,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.4.076
251,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.1.78
252,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.4.001
253,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.3.039
254,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.4.001
255,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.3.086
256,https://journals.sagepub.com/doi/pdf/10.1177/0022242918813577
257,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0477
258,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.1.178
259,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.210
260,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.5.19
261,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.4.090
262,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.5.1
263,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.3.111
264,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.77
265,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.4.76.42721
266,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.2.63
267,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.2.133
268,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.2.88
269,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.5.52
270,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.1.80
271,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.1.94
272,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.5.iii
273,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0205
274,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.6.128
275,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0034
276,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0349
277,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0205
278,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0403
279,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0229
280,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0078
281,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0173
282,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0413
283,https://journals.sagepub.com/doi/pdf/10.1509/jm.80.6.1
284,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0248
285,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0192
286,https://journals.sagepub.com/doi/pdf/10.1509/jm.80.2.1
287,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0196
288,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0353
289,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0524
290,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.2.106.18604
291,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.1.44.18130
292,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.4.33.42732
293,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.4.106.42728
294,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0418
295,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.3.95.66367
296,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.1.160
297,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.1.128.24034
298,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.4.105.18387
299,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.4.16.18382
300,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.1.108.18452
301,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.2.35.18612
302,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.3.48.34766
303,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.3.37.34769
304,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.3.96.18651
305,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.4.82.18390
306,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.2.42.60756
307,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.3.1.66358
308,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.118
309,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.2.54.18254
310,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.136
311,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.4.73.42727
312,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.1.29.18136
313,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.4.156
314,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.3.102.18031
315,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.2.107.18257
316,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.2.142.18473
317,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.4.65.18071
318,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.1.71.18132
319,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.3.17.18331
320,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.3.141.18503
321,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.2.49.18606
322,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.1.109.24030
323,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.4.67.18682
324,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.3.110.34767
325,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.137
326,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0011
327,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0056
328,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0033
329,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0231
330,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.2.17.18480
331,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.61
332,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.3.115.66364
333,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.153
334,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.2.61.60759
335,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.193
336,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.219
337,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.2.114.60762
338,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.3.169.66366
339,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.155
340,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.230
341,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.2.130.60758
342,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.2.84.60760
343,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.154
344,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.1.113
345,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.3.158
346,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.3.171
347,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.1.108
348,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0088
349,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.4.105
350,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0537
351,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0422
352,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.5.104
353,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.61
354,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0251
355,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0316
356,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0245
357,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0421
358,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0190
359,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0179
360,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0387
361,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0282
362,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0437
363,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0484
364,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0273
365,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0211
366,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0173
367,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0015
368,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0105
369,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0264
370,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0463
371,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0094
372,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0021
373,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0528
374,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0052
375,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0529
376,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0529
377,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0112
378,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0196
379,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0310
380,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0091
